epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,73.1052,1.17641,2.21254,1.09949,0.56618,0.61224,0.61768,0.38573,1.18465,3.87051,1.06511,0.00197426,0.00197426,0.00197426
15,78.216,1.13795,2.15377,1.08813,0.56608,0.63904,0.69915,0.46529,1.10821,4.61272,1.0287,0.00197228,0.00197228,0.00197228
16,83.2789,1.11536,1.95661,1.06715,0.67959,0.65306,0.72829,0.46756,1.22533,1.66004,1.15813,0.0019703,0.0019703,0.0019703
17,88.4096,1.08423,1.74459,1.05931,0.7479,0.57143,0.691,0.45856,1.2972,1.53258,1.14977,0.00196832,0.00196832,0.00196832
18,93.583,1.0646,1.65016,1.0603,0.83025,0.59901,0.71825,0.50329,1.22256,1.71256,1.18,0.00196634,0.00196634,0.00196634
19,98.797,1.01045,1.55077,1.03728,0.78218,0.73288,0.79333,0.54425,1.10667,1.42925,1.12473,0.00196436,0.00196436,0.00196436
20,104.044,1.04816,1.55512,1.02343,0.68877,0.79592,0.77837,0.48907,1.30488,1.40383,1.29497,0.00196238,0.00196238,0.00196238
21,109.07,1.04453,1.53775,1.0512,0.81759,0.45755,0.63104,0.36744,1.32703,2.276,1.17003,0.0019604,0.0019604,0.0019604
22,114.098,1.08363,1.46629,1.05732,0.70267,0.67527,0.78352,0.54637,1.16271,1.68061,1.19677,0.00195842,0.00195842,0.00195842
23,119.131,0.99389,1.38777,1.03102,0.90768,0.67347,0.86243,0.61854,1.02504,1.32746,1.03939,0.00195644,0.00195644,0.00195644
24,124.17,1.00753,1.30899,1.01608,0.62266,0.69388,0.70453,0.40936,1.28136,1.53435,1.17013,0.00195446,0.00195446,0.00195446
25,129.188,1.01771,1.32622,1.03898,0.75429,0.65306,0.76447,0.50037,1.20045,1.4343,1.07006,0.00195248,0.00195248,0.00195248
26,134.276,0.98973,1.32147,1.02384,0.92283,0.73221,0.84185,0.5735,1.07023,1.19667,1.11365,0.0019505,0.0019505,0.0019505
27,139.488,0.9594,1.19275,1.00281,0.86608,0.73469,0.78178,0.55776,1.13109,1.30895,1.13817,0.00194852,0.00194852,0.00194852
28,144.524,0.92814,1.20297,0.99691,0.71467,0.87755,0.85145,0.62501,1.03414,1.28529,1.06726,0.00194654,0.00194654,0.00194654
29,149.721,0.97432,1.2175,1.00599,0.76676,0.71429,0.81008,0.5434,1.23953,1.3833,1.24128,0.00194456,0.00194456,0.00194456
30,154.743,0.97758,1.16432,1.01243,0.77402,0.77551,0.85902,0.60832,1.09803,1.17701,1.07599,0.00194258,0.00194258,0.00194258
31,159.916,0.96808,1.13649,1.01612,0.74834,0.81633,0.86652,0.62919,1.02796,1.2524,1.06618,0.0019406,0.0019406,0.0019406
32,165.213,0.89425,1.00385,0.99426,0.76195,0.91837,0.91303,0.65626,0.98307,0.88565,1.02324,0.00193862,0.00193862,0.00193862
33,170.456,0.89456,1.09485,0.99233,0.72365,0.89796,0.86652,0.64993,0.9378,1.08156,0.97386,0.00193664,0.00193664,0.00193664
34,175.667,0.93092,1.05801,0.9756,0.8179,0.93878,0.92318,0.6377,1.02797,0.93367,1.00324,0.00193466,0.00193466,0.00193466
35,180.711,0.91753,1.03025,0.98023,0.87149,0.83051,0.89338,0.65701,1.00212,1.02312,0.99797,0.00193268,0.00193268,0.00193268
36,185.801,0.87668,0.95894,0.99293,0.89337,0.7551,0.88276,0.65692,0.97918,1.14614,0.99374,0.0019307,0.0019307,0.0019307
37,191.023,0.97306,1.03193,0.99928,0.79955,0.7551,0.84859,0.62816,1.02813,1.15015,1.02392,0.00192872,0.00192872,0.00192872
38,196.101,0.88143,0.97687,0.99231,0.85041,0.73469,0.8232,0.6294,0.92899,1.17783,0.98223,0.00192674,0.00192674,0.00192674
39,201.366,0.83937,0.95021,0.97413,0.8624,0.85714,0.88896,0.67507,0.94098,0.93155,1.01243,0.00192476,0.00192476,0.00192476
40,206.56,0.82922,0.91178,0.96979,0.795,0.87755,0.89843,0.6935,0.92612,1.10983,0.99662,0.00192278,0.00192278,0.00192278
41,211.754,0.86241,0.94326,0.97658,0.86163,0.76263,0.86008,0.59222,1.11347,1.17008,1.05371,0.0019208,0.0019208,0.0019208
42,216.829,0.83411,0.87094,0.94073,0.83088,0.81633,0.83835,0.65002,0.98899,1.19774,1.04513,0.00191882,0.00191882,0.00191882
43,222.051,0.82701,0.87505,0.96441,0.72073,0.89796,0.83732,0.63144,1.00239,1.03338,1.0142,0.00191684,0.00191684,0.00191684
44,227.189,0.87565,0.92136,1.01733,0.89976,0.79592,0.8996,0.67809,0.90188,0.94217,0.98711,0.00191486,0.00191486,0.00191486
45,232.229,0.85212,0.88091,0.95037,0.73744,0.83673,0.83057,0.59697,1.05421,1.47853,1.09017,0.00191288,0.00191288,0.00191288
46,237.258,0.8763,0.96042,0.9802,0.82763,0.83673,0.89633,0.68848,0.90097,1.03659,0.98201,0.0019109,0.0019109,0.0019109
47,242.305,0.83488,0.84524,0.95551,0.76427,0.85714,0.85128,0.67599,0.8724,1.00436,0.95915,0.00190892,0.00190892,0.00190892
48,247.353,0.81809,0.86096,0.96971,0.8874,0.81633,0.88638,0.71476,0.85612,0.9765,0.95644,0.00190694,0.00190694,0.00190694
49,252.402,0.82376,0.88676,0.95197,0.91043,0.83673,0.91058,0.71698,0.89006,0.97995,0.98114,0.00190496,0.00190496,0.00190496
50,257.458,0.81387,0.87465,0.94617,0.77511,0.61224,0.66181,0.4948,1.07878,1.74254,1.17003,0.00190298,0.00190298,0.00190298
51,262.483,0.79998,0.87576,0.96138,0.87674,0.72596,0.83297,0.64498,0.90822,1.20212,0.99728,0.001901,0.001901,0.001901
52,267.553,0.79938,0.82464,0.95113,0.77072,0.83673,0.85959,0.609,0.922,1.102,0.99875,0.00189902,0.00189902,0.00189902
53,272.781,0.84913,0.84242,0.95644,0.87695,0.83673,0.93252,0.66982,0.97442,0.84815,1.06302,0.00189704,0.00189704,0.00189704
54,277.964,0.81088,0.80649,0.9523,0.90099,0.92871,0.94256,0.72169,0.84601,0.77632,0.96205,0.00189506,0.00189506,0.00189506
55,283.07,0.81936,0.85544,0.96146,0.86094,0.88451,0.92465,0.73021,0.81296,0.93993,0.93973,0.00189308,0.00189308,0.00189308
56,288.389,0.78381,0.82831,0.95484,0.91051,0.83063,0.91955,0.7097,0.90913,0.89386,1.02626,0.0018911,0.0018911,0.0018911
57,293.547,0.7864,0.78152,0.95446,0.91743,0.83673,0.92663,0.70413,0.94344,0.86382,1.04916,0.00188912,0.00188912,0.00188912
58,298.582,0.78479,0.81106,0.94862,0.78793,0.83673,0.90804,0.70434,0.88596,0.87984,1.03895,0.00188714,0.00188714,0.00188714
59,303.633,0.80673,0.8355,0.94971,0.8963,0.88204,0.93317,0.73201,0.87694,0.82168,0.9582,0.00188516,0.00188516,0.00188516
60,308.68,0.76513,0.80237,0.92168,0.83521,0.72418,0.82481,0.63313,0.9218,1.21727,0.96176,0.00188318,0.00188318,0.00188318
61,313.716,0.76279,0.81672,0.93908,0.8213,0.83673,0.89104,0.68379,0.98053,0.84974,0.98631,0.0018812,0.0018812,0.0018812
62,318.729,0.79334,0.81987,0.97439,0.86449,0.91837,0.93492,0.72372,0.95502,0.76582,1.02945,0.00187922,0.00187922,0.00187922
63,323.811,0.77442,0.77485,0.93955,0.89676,0.91837,0.929,0.72951,0.89503,0.77112,1.00937,0.00187724,0.00187724,0.00187724
64,329.056,0.79075,0.79294,0.94113,0.8759,0.89796,0.90254,0.68954,0.9734,0.96094,1.04693,0.00187526,0.00187526,0.00187526
65,334.073,0.74004,0.79283,0.92628,0.87263,0.91837,0.89106,0.71975,0.85635,0.94382,1.00509,0.00187328,0.00187328,0.00187328
66,339.105,0.76696,0.7302,0.9343,0.771,0.8246,0.85291,0.68447,0.8634,0.9563,0.96722,0.0018713,0.0018713,0.0018713
67,344.347,0.72998,0.73549,0.9366,0.78055,0.95918,0.9038,0.7018,0.83302,0.8051,0.95033,0.00186932,0.00186932,0.00186932
68,349.598,0.73979,0.72474,0.93823,0.78075,0.94483,0.9063,0.71952,0.84662,0.86827,0.98031,0.00186734,0.00186734,0.00186734
69,354.616,0.73079,0.75983,0.93192,0.81951,0.9267,0.9157,0.73451,0.75872,0.74068,0.91355,0.00186536,0.00186536,0.00186536
70,359.688,0.72336,0.70588,0.92484,0.86304,0.90027,0.91839,0.72164,0.81406,0.77887,0.94043,0.00186338,0.00186338,0.00186338
71,364.954,0.70892,0.69826,0.92168,0.84649,0.89796,0.9342,0.75486,0.82284,0.74576,0.95532,0.0018614,0.0018614,0.0018614
72,370.022,0.71877,0.72371,0.93153,0.93454,0.87419,0.95666,0.73981,0.92109,0.71944,1.02413,0.00185942,0.00185942,0.00185942
73,375.04,0.69813,0.6836,0.912,0.85938,0.99779,0.95498,0.75583,0.9158,0.68342,1.05771,0.00185744,0.00185744,0.00185744
74,380.075,0.69035,0.69624,0.9293,0.81387,0.89244,0.91077,0.6953,0.94304,0.87205,1.0749,0.00185546,0.00185546,0.00185546
75,385.097,0.73275,0.75309,0.92769,0.84512,0.89796,0.91949,0.68471,0.91973,0.95372,1.03166,0.00185348,0.00185348,0.00185348
76,390.134,0.71117,0.71579,0.92217,0.81991,0.83621,0.87658,0.65385,0.96795,1.00608,1.06027,0.0018515,0.0018515,0.0018515
77,395.225,0.7317,0.739,0.92003,0.82137,0.93841,0.92376,0.71565,0.87809,0.79973,0.98779,0.00184952,0.00184952,0.00184952
78,400.48,0.72241,0.73842,0.92324,0.8264,0.87439,0.8669,0.70109,0.82693,1.05731,0.92757,0.00184754,0.00184754,0.00184754
79,405.545,0.69025,0.6607,0.92465,0.87326,0.84383,0.91666,0.74969,0.80661,0.80591,1.00188,0.00184556,0.00184556,0.00184556
80,410.577,0.72612,0.70524,0.94694,0.86829,0.81633,0.92538,0.69092,0.92059,0.83874,1.06962,0.00184358,0.00184358,0.00184358
81,415.629,0.67897,0.69102,0.92074,0.79835,0.89796,0.92903,0.72856,0.90486,0.81319,1.07247,0.0018416,0.0018416,0.0018416
82,420.733,0.67427,0.68044,0.91448,0.82742,0.88063,0.92282,0.73257,0.79967,0.9178,0.99101,0.00183962,0.00183962,0.00183962
83,425.788,0.71924,0.68478,0.93702,0.802,0.87755,0.91757,0.72849,0.79889,0.80565,0.97326,0.00183764,0.00183764,0.00183764
84,430.844,0.64352,0.67492,0.90061,0.87603,0.87755,0.94104,0.74478,0.80212,0.77537,1.01419,0.00183566,0.00183566,0.00183566
85,435.886,0.68094,0.71391,0.89799,0.87096,0.87755,0.94634,0.75961,0.78402,0.78536,1.0049,0.00183368,0.00183368,0.00183368
86,441.204,0.60869,0.64205,0.89481,0.84039,0.87755,0.90558,0.74166,0.69961,0.88472,0.9786,0.0018317,0.0018317,0.0018317
87,446.429,0.66383,0.63736,0.89171,0.85112,0.85714,0.90631,0.72319,0.88395,0.84338,1.116,0.00182972,0.00182972,0.00182972
88,451.764,0.71586,0.68114,0.91311,0.85885,0.86936,0.91913,0.73336,0.85626,0.72622,0.98787,0.00182774,0.00182774,0.00182774
89,456.982,0.66614,0.66355,0.89803,0.85896,0.87755,0.91772,0.67726,0.92094,0.89507,1.02581,0.00182576,0.00182576,0.00182576
90,462.089,0.68597,0.65372,0.9185,0.79223,0.95918,0.92715,0.73726,0.74823,0.82716,0.97999,0.00182378,0.00182378,0.00182378
91,467.108,0.65634,0.61948,0.90885,0.87893,0.93878,0.92208,0.7383,0.75913,0.72481,0.98761,0.0018218,0.0018218,0.0018218
92,472.136,0.65053,0.66616,0.91077,0.88677,0.95902,0.95135,0.73876,0.81084,0.6774,1.03084,0.00181982,0.00181982,0.00181982
93,477.174,0.67251,0.65825,0.9181,0.84942,0.93878,0.95083,0.71263,0.9169,0.69937,1.03813,0.00181784,0.00181784,0.00181784
94,482.196,0.68078,0.6585,0.91186,0.88398,0.93305,0.9312,0.71919,0.82366,0.84649,0.97427,0.00181586,0.00181586,0.00181586
95,487.292,0.66373,0.61762,0.90925,0.91493,0.91837,0.91983,0.7117,0.85877,0.81538,0.97933,0.00181388,0.00181388,0.00181388
96,492.71,0.66487,0.65194,0.91547,0.91094,0.93878,0.92299,0.77081,0.65576,0.67087,0.91208,0.0018119,0.0018119,0.0018119
97,498.009,0.63772,0.62613,0.91856,0.86237,0.91837,0.91526,0.75575,0.73811,0.71146,0.92612,0.00180992,0.00180992,0.00180992
98,503.097,0.65238,0.61131,0.88984,0.76435,0.92681,0.9036,0.74158,0.72418,0.81295,0.91482,0.00180794,0.00180794,0.00180794
99,508.138,0.64694,0.59858,0.90104,0.83546,0.93271,0.95407,0.77071,0.72851,0.72276,0.93397,0.00180596,0.00180596,0.00180596
100,513.19,0.56683,0.51296,0.85544,0.87981,0.91837,0.94611,0.78987,0.72364,0.75219,0.91526,0.00180398,0.00180398,0.00180398
101,518.243,0.67009,0.62486,0.90766,0.78248,0.95446,0.91761,0.76377,0.8088,0.77176,0.94165,0.001802,0.001802,0.001802
102,523.277,0.65106,0.6068,0.90683,0.86411,0.90852,0.95192,0.77596,0.73767,0.72713,0.9113,0.00180002,0.00180002,0.00180002
103,528.402,0.64301,0.58812,0.9008,0.86193,0.89187,0.92293,0.74423,0.75786,0.78834,0.91704,0.00179804,0.00179804,0.00179804
104,534.467,0.61434,0.60629,0.89824,0.88914,0.81633,0.93741,0.73041,0.75334,0.76003,0.94194,0.00179606,0.00179606,0.00179606
105,539.49,0.60359,0.59943,0.88714,0.94201,0.81633,0.94008,0.76954,0.76169,0.73341,0.9428,0.00179408,0.00179408,0.00179408
106,544.567,0.63311,0.61319,0.9084,0.88305,0.81633,0.8761,0.69639,0.82897,0.91118,0.93238,0.0017921,0.0017921,0.0017921
107,549.884,0.60045,0.62213,0.89425,0.88534,0.87755,0.93776,0.75678,0.76432,0.76322,0.91389,0.00179012,0.00179012,0.00179012
108,554.913,0.59466,0.57034,0.89133,0.83589,0.77551,0.87154,0.71008,0.82894,0.8818,0.94344,0.00178814,0.00178814,0.00178814
109,559.925,0.63293,0.57416,0.88775,0.86746,0.83673,0.89866,0.69493,0.85512,0.95002,0.93885,0.00178616,0.00178616,0.00178616
110,564.947,0.62599,0.61812,0.89856,0.94919,0.57143,0.67523,0.49114,1.19089,2.12186,1.13992,0.00178418,0.00178418,0.00178418
111,569.967,0.59643,0.58981,0.87464,0.8676,0.93619,0.94418,0.76154,0.77551,0.70593,0.94198,0.0017822,0.0017822,0.0017822
112,575.003,0.61373,0.65243,0.91232,0.86491,0.9147,0.94256,0.76157,0.75422,0.72481,0.93058,0.00178022,0.00178022,0.00178022
113,580.029,0.60387,0.60584,0.89021,0.91168,0.8427,0.93393,0.75038,0.75225,0.79906,0.94889,0.00177824,0.00177824,0.00177824
114,585.133,0.59712,0.57841,0.88796,0.81931,0.87755,0.90174,0.682,0.83909,0.88512,0.97654,0.00177626,0.00177626,0.00177626
115,590.158,0.64289,0.58091,0.88566,0.92134,0.89796,0.92938,0.73559,0.72905,0.74532,0.93747,0.00177428,0.00177428,0.00177428
116,595.291,0.60966,0.59384,0.8944,0.87741,0.89796,0.91551,0.74976,0.76201,0.73964,0.96464,0.0017723,0.0017723,0.0017723
117,600.316,0.61939,0.58153,0.90335,0.82348,0.87755,0.89654,0.74009,0.7099,0.78048,0.92757,0.00177032,0.00177032,0.00177032
118,605.344,0.59498,0.59426,0.89312,0.8236,0.85757,0.92288,0.74474,0.70738,0.81438,0.90205,0.00176834,0.00176834,0.00176834
119,610.366,0.59359,0.61411,0.90023,0.83105,0.93878,0.92087,0.74883,0.73451,0.75229,0.93592,0.00176636,0.00176636,0.00176636
120,615.395,0.62739,0.63041,0.89588,0.89274,0.87755,0.9239,0.7765,0.66363,0.70356,0.90722,0.00176438,0.00176438,0.00176438
121,620.545,0.62829,0.62802,0.91158,0.82113,0.84325,0.9124,0.76576,0.67124,0.78965,0.91492,0.0017624,0.0017624,0.0017624
122,625.673,0.65414,0.62843,0.90461,0.80994,0.87755,0.91132,0.75504,0.6965,0.80142,0.92641,0.00176042,0.00176042,0.00176042
123,630.694,0.59906,0.58897,0.88919,0.85493,0.85714,0.92915,0.7592,0.71046,0.77189,0.93792,0.00175844,0.00175844,0.00175844
124,635.739,0.61618,0.62604,0.89437,0.88491,0.87755,0.94325,0.77298,0.71589,0.73241,0.91344,0.00175646,0.00175646,0.00175646
125,640.762,0.60164,0.58415,0.89404,0.95551,0.87656,0.94694,0.75933,0.74058,0.65789,0.95049,0.00175448,0.00175448,0.00175448
126,645.818,0.60461,0.62062,0.88619,0.85176,0.93809,0.92353,0.77312,0.65327,0.73124,0.8805,0.0017525,0.0017525,0.0017525
127,650.85,0.59182,0.56641,0.88709,0.90833,0.81633,0.887,0.72817,0.71232,0.87662,0.88636,0.00175052,0.00175052,0.00175052
128,655.941,0.64473,0.62974,0.90221,0.85045,0.85714,0.93917,0.74626,0.75192,0.68799,0.89327,0.00174854,0.00174854,0.00174854
129,661.739,0.58809,0.60502,0.89103,0.81511,0.89977,0.90389,0.75303,0.72984,0.69951,0.91202,0.00174656,0.00174656,0.00174656
130,667.054,0.60443,0.58303,0.8908,0.84207,0.87064,0.93737,0.77815,0.70951,0.66152,0.92908,0.00174458,0.00174458,0.00174458
131,672.09,0.56936,0.53851,0.87276,0.95092,0.79093,0.93196,0.75349,0.77275,0.73466,0.96015,0.0017426,0.0017426,0.0017426
132,677.124,0.59215,0.54591,0.88122,0.82362,0.87755,0.89484,0.71968,0.8156,0.75715,1.10215,0.00174062,0.00174062,0.00174062
133,682.144,0.60114,0.58462,0.88546,0.82914,0.89796,0.88903,0.7254,0.81424,0.73496,1.13408,0.00173864,0.00173864,0.00173864
134,687.306,0.6048,0.59316,0.88498,0.82109,0.93663,0.92499,0.76007,0.71111,0.71223,0.93214,0.00173666,0.00173666,0.00173666
135,692.342,0.59841,0.59074,0.89704,0.78997,0.95918,0.91312,0.72506,0.77354,0.7256,0.94776,0.00173468,0.00173468,0.00173468
136,697.369,0.5711,0.55321,0.88621,0.82454,0.95903,0.90863,0.7258,0.73364,0.76271,0.92689,0.0017327,0.0017327,0.0017327
137,702.587,0.59925,0.58188,0.89818,0.82852,0.89796,0.90718,0.76688,0.7037,0.80538,0.93627,0.00173072,0.00173072,0.00173072
138,707.955,0.59414,0.57376,0.88562,0.84018,0.85714,0.91234,0.71941,0.82441,0.92449,0.97971,0.00172874,0.00172874,0.00172874
139,713.767,0.60107,0.59081,0.88765,0.89568,0.87613,0.92312,0.71522,0.8375,0.77321,0.98381,0.00172676,0.00172676,0.00172676
140,718.822,0.60937,0.59107,0.90333,0.728,0.83673,0.8373,0.614,0.95052,0.96225,1.10858,0.00172478,0.00172478,0.00172478
141,724.045,0.58383,0.57162,0.8987,0.89119,0.83573,0.89655,0.71296,0.85948,0.72537,1.04884,0.0017228,0.0017228,0.0017228
142,729.266,0.58917,0.56588,0.88216,0.87943,0.89322,0.94655,0.79147,0.64429,0.63798,0.8866,0.00172082,0.00172082,0.00172082
143,734.296,0.55615,0.54866,0.88347,0.8768,0.87153,0.92954,0.76859,0.67353,0.70667,0.90995,0.00171884,0.00171884,0.00171884
144,739.355,0.5729,0.55514,0.87682,0.90167,0.93576,0.96354,0.774,0.6791,0.61335,0.91712,0.00171686,0.00171686,0.00171686
145,744.476,0.58554,0.58322,0.87915,0.88402,0.93878,0.95259,0.78431,0.65174,0.62356,0.90825,0.00171488,0.00171488,0.00171488
146,749.495,0.54985,0.53589,0.86768,0.85123,0.93422,0.93702,0.7632,0.66007,0.71388,0.90683,0.0017129,0.0017129,0.0017129
147,754.553,0.53004,0.5231,0.85818,0.91078,0.8334,0.91819,0.73607,0.71839,0.81709,0.93068,0.00171092,0.00171092,0.00171092
148,759.864,0.53156,0.5342,0.86917,0.89357,0.79592,0.91602,0.75941,0.63189,0.73557,0.89462,0.00170894,0.00170894,0.00170894
149,764.878,0.53847,0.53755,0.86124,0.81428,0.83673,0.87532,0.75266,0.63086,0.81247,0.87371,0.00170696,0.00170696,0.00170696
150,769.899,0.57304,0.50754,0.86869,0.82107,0.85714,0.89223,0.76635,0.67389,0.86504,0.89675,0.00170498,0.00170498,0.00170498
151,774.915,0.57184,0.52019,0.86086,0.86373,0.91837,0.93312,0.76383,0.66824,0.76024,0.91496,0.001703,0.001703,0.001703
152,779.944,0.531,0.47527,0.86007,0.87477,0.85535,0.92746,0.76885,0.68694,0.78451,0.96394,0.00170102,0.00170102,0.00170102
153,784.972,0.57177,0.51371,0.87155,0.88584,0.81633,0.91822,0.73179,0.77239,0.88177,0.99551,0.00169904,0.00169904,0.00169904
154,790.615,0.55489,0.52188,0.86759,0.82877,0.88912,0.93197,0.77984,0.63206,0.81772,0.89111,0.00169706,0.00169706,0.00169706
155,795.949,0.5151,0.47896,0.86868,0.88604,0.81633,0.92833,0.78641,0.68187,0.72685,0.90935,0.00169508,0.00169508,0.00169508
156,801.026,0.53645,0.49682,0.87384,0.86208,0.89302,0.94406,0.74245,0.73477,0.69147,0.95439,0.0016931,0.0016931,0.0016931
157,806.079,0.59464,0.55752,0.8836,0.86164,0.85714,0.91685,0.71728,0.76977,0.7152,0.9405,0.00169112,0.00169112,0.00169112
158,811.602,0.55541,0.51876,0.86722,0.90453,0.85714,0.92783,0.72843,0.76807,0.66803,0.99284,0.00168914,0.00168914,0.00168914
159,816.638,0.57896,0.53429,0.89389,0.85396,0.85714,0.93422,0.76222,0.7776,0.67247,0.99991,0.00168716,0.00168716,0.00168716
160,821.666,0.56414,0.55726,0.8976,0.83305,0.91654,0.93776,0.74888,0.75302,0.70189,0.9633,0.00168518,0.00168518,0.00168518
161,826.734,0.59441,0.54492,0.88767,0.80409,0.92144,0.9256,0.73825,0.69608,0.72041,0.90212,0.0016832,0.0016832,0.0016832
162,831.942,0.55456,0.52511,0.85503,0.81341,0.85714,0.88191,0.74408,0.6901,0.77005,0.89832,0.00168122,0.00168122,0.00168122
163,837.342,0.50858,0.50102,0.85003,0.86725,0.93878,0.88687,0.73352,0.73049,0.70107,0.98255,0.00167924,0.00167924,0.00167924
164,842.376,0.54432,0.5008,0.87605,0.89811,0.93878,0.93666,0.72089,0.7052,0.72991,0.92427,0.00167726,0.00167726,0.00167726
165,847.436,0.54937,0.52613,0.87594,0.90159,0.9349,0.94161,0.74252,0.75861,0.88894,0.91201,0.00167528,0.00167528,0.00167528
166,852.505,0.55678,0.52867,0.86738,0.86695,0.93878,0.93136,0.76553,0.67482,0.68474,0.90383,0.0016733,0.0016733,0.0016733
167,857.984,0.54926,0.50491,0.87137,0.89707,0.89796,0.93534,0.75446,0.68701,0.7082,0.92207,0.00167132,0.00167132,0.00167132
168,863.024,0.55205,0.51907,0.86582,0.83282,0.95918,0.93639,0.74,0.71748,0.73812,0.94115,0.00166934,0.00166934,0.00166934
169,868.192,0.50597,0.48981,0.86502,0.90737,0.89796,0.94766,0.7777,0.67188,0.69046,0.88836,0.00166736,0.00166736,0.00166736
170,873.247,0.56724,0.52666,0.86087,0.88224,0.91736,0.9306,0.76749,0.67229,0.76269,0.90608,0.00166538,0.00166538,0.00166538
171,878.327,0.53822,0.51764,0.87868,0.84008,0.87755,0.92411,0.76704,0.67428,0.9096,0.91318,0.0016634,0.0016634,0.0016634
172,883.428,0.5328,0.46932,0.86749,0.8817,0.91267,0.91835,0.75621,0.70618,0.93778,0.93523,0.00166142,0.00166142,0.00166142
173,888.98,0.54718,0.5253,0.88669,0.91,0.85714,0.91015,0.78066,0.65598,0.68941,0.8884,0.00165944,0.00165944,0.00165944
174,894.032,0.54127,0.53647,0.87836,0.9068,0.85714,0.91366,0.76558,0.68188,0.71571,0.90721,0.00165746,0.00165746,0.00165746
175,899.064,0.56371,0.51743,0.89511,0.92499,0.87755,0.92078,0.76206,0.68719,0.68083,0.91145,0.00165548,0.00165548,0.00165548
176,904.294,0.52082,0.50887,0.86075,0.87795,0.83673,0.94613,0.79857,0.63241,0.61545,0.89626,0.0016535,0.0016535,0.0016535
177,909.615,0.50725,0.49762,0.84667,0.78368,0.93878,0.93729,0.78144,0.66072,0.67024,0.90491,0.00165152,0.00165152,0.00165152
178,914.845,0.5078,0.4851,0.86795,0.82194,0.95918,0.95266,0.82541,0.58138,0.58847,0.87936,0.00164954,0.00164954,0.00164954
179,919.879,0.55606,0.52934,0.874,0.87403,0.9913,0.95653,0.81838,0.57908,0.59631,0.8834,0.00164756,0.00164756,0.00164756
180,924.907,0.54159,0.49963,0.8663,0.86417,0.93878,0.93561,0.80552,0.58663,0.57048,0.88569,0.00164558,0.00164558,0.00164558
181,929.923,0.52898,0.55946,0.86895,0.86526,0.89796,0.93082,0.77902,0.65018,0.75197,0.90321,0.0016436,0.0016436,0.0016436
182,934.943,0.56532,0.50227,0.87397,0.8509,0.93183,0.91756,0.75211,0.70309,0.70464,0.91563,0.00164162,0.00164162,0.00164162
183,939.96,0.53633,0.49659,0.86322,0.82572,0.8703,0.91843,0.73828,0.80046,0.76942,0.95628,0.00163964,0.00163964,0.00163964
184,945.072,0.59293,0.53912,0.87982,0.83721,0.9447,0.92593,0.76219,0.73801,0.66538,0.96042,0.00163766,0.00163766,0.00163766
185,950.35,0.51496,0.50362,0.86089,0.89785,0.89796,0.93001,0.77301,0.69093,0.62594,0.916,0.00163568,0.00163568,0.00163568
186,955.379,0.53257,0.49952,0.87468,0.93455,0.87424,0.93918,0.77207,0.69868,0.67756,0.89992,0.0016337,0.0016337,0.0016337
