epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,333.175,0.77724,0.81047,0.93552,0.95301,0.82791,0.90209,0.62299,1.09185,1.12737,1.22718,0.00189704,0.00189704,0.00189704
54,339.586,0.7617,0.80699,0.94088,0.76277,0.83673,0.87471,0.65762,0.94829,1.08842,1.09427,0.00189506,0.00189506,0.00189506
55,345.941,0.75714,0.80245,0.94443,0.78817,0.77551,0.84437,0.63706,0.94255,1.06267,1.00811,0.00189308,0.00189308,0.00189308
56,351.802,0.75511,0.82943,0.94373,0.73247,0.89796,0.83735,0.67589,0.81742,0.94955,0.96801,0.0018911,0.0018911,0.0018911
57,357.341,0.75138,0.81449,0.92266,0.72083,0.85714,0.85416,0.66075,0.83477,0.98988,0.99382,0.00188912,0.00188912,0.00188912
58,363.553,0.75273,0.81033,0.92944,0.7711,0.87755,0.88078,0.65023,0.8927,1.04,1.01224,0.00188714,0.00188714,0.00188714
59,369.182,0.78452,0.83457,0.93739,0.91436,0.87755,0.90133,0.70834,0.86027,0.91894,0.99267,0.00188516,0.00188516,0.00188516
60,375.094,0.722,0.76069,0.90632,0.83166,0.80668,0.88845,0.73287,0.6287,0.83003,0.87142,0.00188318,0.00188318,0.00188318
61,380.834,0.74648,0.79941,0.929,0.83859,0.7551,0.9005,0.70229,0.75234,0.95854,0.9205,0.0018812,0.0018812,0.0018812
62,386.302,0.75025,0.8029,0.95072,0.84037,0.85956,0.89778,0.68417,0.91147,0.92509,1.04731,0.00187922,0.00187922,0.00187922
63,391.777,0.72871,0.75123,0.9121,0.84069,0.83673,0.89997,0.64655,1.07053,0.87869,1.06339,0.00187724,0.00187724,0.00187724
64,397.259,0.71953,0.75121,0.93503,0.83497,0.92942,0.94751,0.745,0.82401,0.74115,0.99047,0.00187526,0.00187526,0.00187526
65,402.736,0.70099,0.81181,0.91424,0.82854,0.93878,0.95635,0.75609,0.8156,0.71094,0.94069,0.00187328,0.00187328,0.00187328
66,408.209,0.71999,0.69681,0.90777,0.86214,0.83673,0.92377,0.75423,0.74148,0.77897,0.90624,0.0018713,0.0018713,0.0018713
67,413.847,0.70642,0.72557,0.90239,0.82401,0.95559,0.94356,0.76707,0.7446,0.75014,0.91376,0.00186932,0.00186932,0.00186932
68,419.757,0.67983,0.6789,0.90536,0.80184,0.87755,0.88418,0.677,0.80616,0.78811,0.98978,0.00186734,0.00186734,0.00186734
69,425.55,0.684,0.72192,0.90699,0.84728,0.85714,0.87197,0.68239,0.78569,0.93118,1.04619,0.00186536,0.00186536,0.00186536
70,431.316,0.70255,0.71823,0.90484,0.8745,0.89796,0.91108,0.73358,0.79973,0.8632,0.92616,0.00186338,0.00186338,0.00186338
71,436.788,0.68887,0.70177,0.90004,0.75173,0.61224,0.67964,0.53228,0.92218,1.7916,0.96556,0.0018614,0.0018614,0.0018614
72,442.271,0.73185,0.72509,0.92708,0.86669,0.87755,0.88267,0.70594,0.78478,0.82548,0.93209,0.00185942,0.00185942,0.00185942
73,447.745,0.66924,0.71609,0.89198,0.90131,0.97959,0.94657,0.77267,0.70576,0.63513,0.9144,0.00185744,0.00185744,0.00185744
74,453.23,0.65014,0.71106,0.90088,0.86116,0.91837,0.92592,0.74681,0.76616,0.80972,0.97874,0.00185546,0.00185546,0.00185546
75,458.703,0.67094,0.72003,0.89807,0.92906,0.91837,0.91702,0.73175,0.79034,0.87656,0.94984,0.00185348,0.00185348,0.00185348
76,464.285,0.69144,0.7205,0.91224,0.77196,0.76002,0.82409,0.64043,0.87618,1.19362,0.9946,0.0018515,0.0018515,0.0018515
77,470.175,0.70101,0.70572,0.90446,0.90254,0.83673,0.90614,0.70871,0.847,0.92318,0.95918,0.00184952,0.00184952,0.00184952
78,475.763,0.69659,0.71893,0.90861,0.90124,0.79592,0.87199,0.62894,1.06172,1.05989,1.08877,0.00184754,0.00184754,0.00184754
79,481.391,0.66959,0.64859,0.91153,0.81918,0.79592,0.88898,0.72543,0.78025,1.13314,0.9367,0.00184556,0.00184556,0.00184556
80,487.037,0.67356,0.66287,0.91446,0.86441,0.83673,0.87817,0.72935,0.73675,1.00067,0.95013,0.00184358,0.00184358,0.00184358
81,492.985,0.66191,0.67363,0.90297,0.81653,0.81633,0.85056,0.69706,0.82996,1.39473,0.92678,0.0018416,0.0018416,0.0018416
82,499.27,0.68242,0.65752,0.90022,0.92765,0.78509,0.89793,0.74647,0.69249,0.92611,0.86738,0.00183962,0.00183962,0.00183962
83,504.941,0.69317,0.63733,0.91322,0.85653,0.77551,0.85053,0.68785,0.74908,1.09979,0.91612,0.00183764,0.00183764,0.00183764
84,510.984,0.62577,0.66741,0.89422,0.6658,0.85386,0.82087,0.6544,0.72293,0.98624,0.89905,0.00183566,0.00183566,0.00183566
85,517.723,0.63658,0.66064,0.88064,0.89723,0.89095,0.926,0.766,0.7457,0.71409,0.93855,0.00183368,0.00183368,0.00183368
86,523.456,0.60649,0.62502,0.88451,0.80033,0.93878,0.87795,0.72043,0.75265,0.87349,0.97616,0.0018317,0.0018317,0.0018317
87,528.995,0.63791,0.63855,0.87824,0.7868,0.81633,0.86296,0.64481,0.85049,1.02324,0.99588,0.00182972,0.00182972,0.00182972
88,534.49,0.69432,0.65864,0.90204,0.92032,0.87755,0.92702,0.73193,0.71589,0.75149,0.90835,0.00182774,0.00182774,0.00182774
89,539.956,0.61963,0.6279,0.87108,0.96093,0.83673,0.94035,0.75682,0.73574,0.71794,0.89409,0.00182576,0.00182576,0.00182576
90,545.426,0.64965,0.59849,0.89103,0.87794,0.81633,0.86643,0.6614,0.82527,0.96928,0.92072,0.00182378,0.00182378,0.00182378
91,550.902,0.61641,0.58694,0.88117,0.88592,0.79253,0.90431,0.66762,0.93139,0.90518,1.06323,0.0018218,0.0018218,0.0018218
92,556.542,0.61763,0.62105,0.8888,0.74713,0.65306,0.78833,0.60592,0.88977,1.64253,1.06186,0.00181982,0.00181982,0.00181982
93,562.01,0.66393,0.6179,0.90775,0.81476,0.79592,0.8098,0.62483,0.98765,1.32515,1.12875,0.00181784,0.00181784,0.00181784
94,567.49,0.6201,0.61593,0.88011,0.89472,0.69388,0.85241,0.694,0.93909,1.07492,1.13026,0.00181586,0.00181586,0.00181586
95,573.05,0.61065,0.6079,0.8762,0.87742,0.87652,0.91662,0.7516,0.78149,0.73669,0.96435,0.00181388,0.00181388,0.00181388
96,578.739,0.63494,0.63106,0.89768,0.91457,0.87399,0.93476,0.77228,0.70026,0.68022,0.89788,0.0018119,0.0018119,0.0018119
97,584.23,0.58638,0.61908,0.88248,0.91243,0.87755,0.94218,0.78207,0.66886,0.6539,0.90885,0.00180992,0.00180992,0.00180992
98,590.214,0.58653,0.57603,0.86438,0.93863,0.93651,0.96343,0.79433,0.65083,0.578,0.89239,0.00180794,0.00180794,0.00180794
99,596.157,0.57417,0.60399,0.87552,0.89989,0.91726,0.96879,0.79725,0.66365,0.65544,0.91821,0.00180596,0.00180596,0.00180596
100,601.979,0.5378,0.5281,0.84241,0.88302,0.92442,0.93127,0.79058,0.61965,0.61707,0.86196,0.00180398,0.00180398,0.00180398
101,607.471,0.60416,0.59795,0.88831,0.86739,0.95918,0.92089,0.77016,0.63007,0.62883,0.91321,0.001802,0.001802,0.001802
102,612.949,0.55123,0.57839,0.87251,0.84502,0.89796,0.87493,0.70417,0.6351,0.7319,0.92872,0.00180002,0.00180002,0.00180002
103,619.11,0.59254,0.60646,0.8822,0.82478,0.87755,0.86774,0.69338,0.78942,0.72584,1.05862,0.00179804,0.00179804,0.00179804
104,625.049,0.56714,0.57633,0.8789,0.88011,0.85714,0.91968,0.74979,0.68524,0.79045,0.96307,0.00179606,0.00179606,0.00179606
105,630.607,0.56779,0.56831,0.85965,0.92258,0.83673,0.9346,0.77744,0.66299,0.68164,0.94396,0.00179408,0.00179408,0.00179408
106,636.522,0.59539,0.62674,0.88473,0.90026,0.93878,0.94715,0.78141,0.73096,0.65424,0.95004,0.0017921,0.0017921,0.0017921
107,643.211,0.59845,0.57309,0.87622,0.86845,0.94313,0.95232,0.79566,0.7535,0.76558,0.97063,0.00179012,0.00179012,0.00179012
108,648.81,0.53493,0.54967,0.86508,0.95417,0.87755,0.97005,0.80795,0.71419,0.68576,0.89016,0.00178814,0.00178814,0.00178814
109,654.538,0.56938,0.54701,0.87625,0.89564,0.87577,0.94563,0.81333,0.61841,0.79278,0.86608,0.00178616,0.00178616,0.00178616
110,660.368,0.55121,0.56078,0.88026,0.93067,0.83673,0.94527,0.80936,0.63723,0.71911,0.9108,0.00178418,0.00178418,0.00178418
111,666.389,0.53293,0.55804,0.86949,0.92963,0.85714,0.949,0.79671,0.65578,0.65439,0.93544,0.0017822,0.0017822,0.0017822
112,672.08,0.55942,0.59567,0.89686,0.79997,0.89778,0.87519,0.71768,0.66775,0.76402,0.92404,0.00178022,0.00178022,0.00178022
113,677.812,0.55261,0.54506,0.86956,0.90943,0.83673,0.92197,0.75354,0.63338,0.74099,0.89497,0.00177824,0.00177824,0.00177824
114,683.996,0.59615,0.58259,0.87727,0.88444,0.93719,0.93375,0.77713,0.67956,0.65579,0.91943,0.00177626,0.00177626,0.00177626
115,690.37,0.5554,0.55382,0.86274,0.79945,0.97629,0.90769,0.78285,0.63915,0.67779,0.92226,0.00177428,0.00177428,0.00177428
116,696.298,0.55593,0.56197,0.87399,0.84918,0.93878,0.89438,0.7239,0.77928,0.67108,1.01375,0.0017723,0.0017723,0.0017723
117,702.61,0.55803,0.52811,0.88313,0.86747,0.93511,0.89231,0.71241,0.79589,0.75762,1.04034,0.00177032,0.00177032,0.00177032
118,708.337,0.56718,0.55217,0.87905,0.89329,0.87755,0.94054,0.73413,0.74702,0.716,0.99521,0.00176834,0.00176834,0.00176834
119,714.017,0.57696,0.56904,0.88108,0.88063,0.90346,0.93684,0.77545,0.65661,0.63928,0.95893,0.00176636,0.00176636,0.00176636
120,720.751,0.59403,0.57376,0.88603,0.87716,0.87442,0.91189,0.72535,0.73792,0.88674,0.93965,0.00176438,0.00176438,0.00176438
121,727.046,0.59789,0.58629,0.9041,0.87863,0.91837,0.91819,0.77475,0.6333,0.67377,0.90555,0.0017624,0.0017624,0.0017624
122,732.969,0.58755,0.55789,0.87948,0.9155,0.81633,0.89558,0.72205,0.82094,0.69005,0.96424,0.00176042,0.00176042,0.00176042
123,739.042,0.55129,0.53457,0.86962,0.91232,0.84949,0.90851,0.73485,0.76418,0.67575,0.98709,0.00175844,0.00175844,0.00175844
124,744.787,0.57359,0.55809,0.8689,0.81307,0.88778,0.88273,0.72635,0.73485,0.8094,1.0077,0.00175646,0.00175646,0.00175646
125,750.491,0.58285,0.55204,0.88153,0.88485,0.79592,0.87416,0.70971,0.82176,0.78802,1.06763,0.00175448,0.00175448,0.00175448
126,756.534,0.55745,0.55302,0.86031,0.89441,0.89796,0.92484,0.75914,0.71854,0.73427,0.97805,0.0017525,0.0017525,0.0017525
127,762.428,0.55091,0.52946,0.86748,0.87405,0.89796,0.92553,0.76995,0.59751,0.66312,0.91493,0.00175052,0.00175052,0.00175052
128,767.953,0.58755,0.59262,0.88863,0.82188,0.95918,0.92376,0.7885,0.56507,0.64293,0.91872,0.00174854,0.00174854,0.00174854
129,773.554,0.54019,0.55591,0.87984,0.84645,0.93878,0.92293,0.77399,0.61093,0.62304,0.93807,0.00174656,0.00174656,0.00174656
130,779.719,0.5573,0.56045,0.87928,0.93151,0.8328,0.92033,0.77187,0.63131,0.79742,0.8937,0.00174458,0.00174458,0.00174458
131,785.381,0.5305,0.51875,0.86036,0.88608,0.95253,0.9502,0.80109,0.64923,0.62258,0.89605,0.0017426,0.0017426,0.0017426
132,791.949,0.52269,0.53617,0.84714,0.8839,0.91837,0.93215,0.79201,0.58624,0.61747,0.93572,0.00174062,0.00174062,0.00174062
133,798.737,0.59625,0.56931,0.88262,0.91605,0.93878,0.92459,0.76486,0.62443,0.61701,0.95854,0.00173864,0.00173864,0.00173864
134,804.353,0.58493,0.56887,0.87143,0.88933,0.89796,0.92174,0.76555,0.63191,0.67528,0.93568,0.00173666,0.00173666,0.00173666
135,810.736,0.58541,0.54652,0.88612,0.861,0.89796,0.89217,0.7393,0.61348,0.71675,0.93198,0.00173468,0.00173468,0.00173468
136,816.416,0.55711,0.5361,0.875,0.87497,0.85714,0.89176,0.75819,0.61637,0.68223,0.91321,0.0017327,0.0017327,0.0017327
137,822.066,0.5682,0.55776,0.88885,0.88487,0.83673,0.91362,0.75324,0.56096,0.73167,0.89852,0.00173072,0.00173072,0.00173072
138,827.771,0.55486,0.55353,0.8712,0.80139,0.91837,0.87666,0.76538,0.58806,0.83024,0.88305,0.00172874,0.00172874,0.00172874
139,833.737,0.56303,0.53538,0.87851,0.87787,0.88025,0.92925,0.76857,0.64007,0.8035,0.8853,0.00172676,0.00172676,0.00172676
140,840.835,0.55417,0.53167,0.87542,0.94274,0.87755,0.96168,0.81846,0.59689,0.61713,0.91077,0.00172478,0.00172478,0.00172478
141,846.685,0.52572,0.50989,0.86551,0.95619,0.87755,0.95422,0.80877,0.59726,0.64652,0.92215,0.0017228,0.0017228,0.0017228
142,852.448,0.53771,0.51784,0.86251,0.84072,0.86182,0.8958,0.74024,0.65553,0.7749,0.89694,0.00172082,0.00172082,0.00172082
143,858.164,0.53764,0.51132,0.86964,0.81604,0.53061,0.59017,0.44397,0.95404,1.73899,1.02049,0.00171884,0.00171884,0.00171884
144,863.852,0.53289,0.53033,0.86807,0.9196,0.89796,0.95011,0.79625,0.63747,0.52234,0.89729,0.00171686,0.00171686,0.00171686
145,870.377,0.53547,0.54847,0.85902,0.89149,0.83673,0.9288,0.76571,0.62194,0.61768,0.89084,0.00171488,0.00171488,0.00171488
146,876.973,0.51274,0.51032,0.84974,0.85867,0.89796,0.93458,0.75434,0.6571,0.75367,0.89393,0.0017129,0.0017129,0.0017129
147,882.866,0.51402,0.49685,0.85015,0.9212,0.95442,0.93432,0.77207,0.62846,0.70756,0.90137,0.00171092,0.00171092,0.00171092
148,889.675,0.52249,0.5256,0.86389,0.89773,0.89575,0.91288,0.81725,0.5349,0.61392,0.82781,0.00170894,0.00170894,0.00170894
149,895.576,0.51987,0.50467,0.84946,0.8742,0.93878,0.88823,0.78093,0.5706,0.68829,0.87291,0.00170696,0.00170696,0.00170696
150,901.9,0.54038,0.4905,0.85311,0.89509,0.87074,0.90448,0.78567,0.59271,0.92752,0.87592,0.00170498,0.00170498,0.00170498
151,909.229,0.55429,0.51868,0.85414,0.88604,0.93878,0.93532,0.7984,0.55326,0.63991,0.8518,0.001703,0.001703,0.001703
152,915.425,0.49708,0.46511,0.84287,0.90255,0.95918,0.91742,0.79498,0.52196,0.57899,0.83534,0.00170102,0.00170102,0.00170102
153,921.676,0.48292,0.48661,0.85593,0.88065,0.93878,0.91478,0.81348,0.52427,0.58039,0.83763,0.00169904,0.00169904,0.00169904
154,927.521,0.48451,0.50908,0.84945,0.87635,0.86792,0.92,0.78003,0.61191,0.80112,0.89416,0.00169706,0.00169706,0.00169706
155,933.233,0.50772,0.49056,0.8541,0.84979,0.95918,0.92764,0.74695,0.65634,0.85634,0.9142,0.00169508,0.00169508,0.00169508
156,939.544,0.53108,0.49673,0.85874,0.86323,0.97959,0.9395,0.79433,0.57022,0.6807,0.90942,0.0016931,0.0016931,0.0016931
157,945.178,0.52341,0.50983,0.85932,0.85372,0.9529,0.91977,0.79299,0.55548,0.61163,0.89836,0.00169112,0.00169112,0.00169112
158,950.874,0.50615,0.48418,0.85474,0.89165,0.91837,0.92679,0.80348,0.60167,0.61674,0.90434,0.00168914,0.00168914,0.00168914
159,956.823,0.53129,0.49879,0.87313,0.84521,0.91837,0.91233,0.80767,0.55118,0.58678,0.89355,0.00168716,0.00168716,0.00168716
160,962.862,0.53302,0.52726,0.88551,0.9088,0.83673,0.88238,0.76118,0.61317,0.72787,0.90146,0.00168518,0.00168518,0.00168518
161,969.696,0.57698,0.54326,0.87885,0.89542,0.87375,0.90513,0.77806,0.60531,0.71805,0.88038,0.0016832,0.0016832,0.0016832
162,975.354,0.55629,0.51814,0.84858,0.87539,0.83673,0.88651,0.74894,0.64258,0.775,0.87821,0.00168122,0.00168122,0.00168122
163,981.346,0.51168,0.50439,0.84897,0.85357,0.85714,0.8955,0.74687,0.61695,0.67401,0.89526,0.00167924,0.00167924,0.00167924
164,987.018,0.55763,0.51568,0.87942,0.88888,0.97951,0.92426,0.78276,0.62333,0.57191,0.9212,0.00167726,0.00167726,0.00167726
165,993.472,0.5341,0.50108,0.86683,0.87236,0.97641,0.94285,0.78964,0.60683,0.57821,0.91551,0.00167528,0.00167528,0.00167528
166,999.099,0.52714,0.50218,0.85518,0.93158,0.91837,0.97233,0.84053,0.54784,0.53972,0.87129,0.0016733,0.0016733,0.0016733
167,1005.08,0.48935,0.47183,0.85763,0.89992,0.93878,0.96497,0.81155,0.59018,0.54953,0.91635,0.00167132,0.00167132,0.00167132
168,1011.19,0.50667,0.46209,0.84855,0.88243,0.93878,0.94136,0.78559,0.63466,0.61132,0.93702,0.00166934,0.00166934,0.00166934
169,1017.83,0.48237,0.46938,0.85117,0.92059,0.94642,0.97056,0.82718,0.57782,0.58029,0.91238,0.00166736,0.00166736,0.00166736
170,1023.45,0.49442,0.4944,0.85151,0.92155,0.93878,0.95621,0.8069,0.57784,0.61187,0.9047,0.00166538,0.00166538,0.00166538
171,1029.09,0.51956,0.51261,0.88116,0.95418,0.85013,0.93695,0.80158,0.61092,0.6479,0.94676,0.0016634,0.0016634,0.0016634
172,1034.73,0.49015,0.48254,0.86177,0.89583,0.87748,0.93928,0.76472,0.70974,0.69866,0.93628,0.00166142,0.00166142,0.00166142
173,1040.37,0.52373,0.50896,0.86371,0.9383,0.85714,0.96641,0.8073,0.62742,0.56019,0.90853,0.00165944,0.00165944,0.00165944
174,1046.92,0.52976,0.54632,0.86386,0.92131,0.95583,0.97224,0.80418,0.65862,0.56584,0.90063,0.00165746,0.00165746,0.00165746
175,1052.66,0.56998,0.51533,0.89513,0.88397,0.93294,0.93236,0.76308,0.69786,0.76634,0.90711,0.00165548,0.00165548,0.00165548
176,1058.41,0.5078,0.50436,0.85451,0.84114,0.89796,0.90485,0.76048,0.63179,0.77011,0.93394,0.0016535,0.0016535,0.0016535
177,1064.25,0.48864,0.45917,0.84486,0.84808,0.91148,0.90971,0.79034,0.56138,0.6697,0.91027,0.00165152,0.00165152,0.00165152
178,1070.21,0.49528,0.49402,0.85965,0.84558,0.89796,0.90741,0.76267,0.63329,0.64982,0.93118,0.00164954,0.00164954,0.00164954
179,1075.9,0.54461,0.51949,0.86987,0.7967,0.87755,0.89136,0.75434,0.59421,0.67045,0.94181,0.00164756,0.00164756,0.00164756
180,1082.43,0.51289,0.48321,0.86242,0.79575,0.89796,0.88559,0.77403,0.5437,0.62627,0.91191,0.00164558,0.00164558,0.00164558
181,1088.84,0.47608,0.49274,0.85998,0.87618,0.89796,0.90862,0.78945,0.60884,0.64838,0.9244,0.0016436,0.0016436,0.0016436
182,1094.68,0.50222,0.45709,0.85598,0.93587,0.89349,0.92562,0.81345,0.62868,0.55987,0.89742,0.00164162,0.00164162,0.00164162
183,1100.45,0.50484,0.48861,0.85338,0.88564,0.89796,0.92546,0.77347,0.71333,0.58106,0.92986,0.00163964,0.00163964,0.00163964
184,1106.08,0.50364,0.47831,0.86087,0.87722,0.8749,0.90627,0.7804,0.6483,0.65229,0.90954,0.00163766,0.00163766,0.00163766
185,1112.02,0.47862,0.46721,0.84266,0.84316,0.91837,0.90623,0.77628,0.62357,0.63292,0.90513,0.00163568,0.00163568,0.00163568
186,1117.87,0.49455,0.4722,0.85638,0.87978,0.91837,0.91929,0.78845,0.62811,0.60557,0.8883,0.0016337,0.0016337,0.0016337
