epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,90.2341,0.90799,0.93763,0.93542,0.74308,0.82645,0.84022,0.56038,1.1457,1.1716,0.99788,0.0009902,0.0009902,0.0009902
53,91.8777,0.89806,0.92577,0.93355,0.81427,0.80538,0.83331,0.56136,1.20725,1.32009,1.01844,0.0009704,0.0009704,0.0009704
54,93.5225,0.89444,0.92118,0.92802,0.85157,0.85714,0.82235,0.56631,1.08444,1.20152,1.01646,0.0009506,0.0009506,0.0009506
55,95.1639,0.89158,0.9097,0.93637,0.82921,0.83673,0.83849,0.59623,1.03218,1.18005,1.0005,0.0009308,0.0009308,0.0009308
56,96.8146,0.84666,0.90322,0.92349,0.81023,0.78429,0.82241,0.60408,1.05188,1.32766,0.9943,0.000911,0.000911,0.000911
57,98.4583,0.85283,0.88732,0.91353,0.80745,0.77551,0.82876,0.58808,1.03484,1.13892,0.95934,0.0008912,0.0008912,0.0008912
58,100.116,0.89753,0.90797,0.93119,0.85225,0.7551,0.81921,0.5852,1.07264,1.15949,1.00973,0.0008714,0.0008714,0.0008714
59,101.88,0.87935,0.89691,0.93371,0.79558,0.79431,0.866,0.61476,1.05579,1.10951,0.96798,0.0008516,0.0008516,0.0008516
60,103.537,0.86538,0.85722,0.91762,0.86852,0.83673,0.89705,0.63501,1.00833,0.92834,0.94857,0.0008318,0.0008318,0.0008318
61,105.182,0.83296,0.84181,0.92162,0.8213,0.81633,0.832,0.57322,0.97104,0.97948,0.9387,0.000812,0.000812,0.000812
62,106.821,0.87635,0.84946,0.94113,0.76613,0.79592,0.79901,0.55445,1.01438,1.09666,0.96562,0.0007922,0.0007922,0.0007922
63,108.461,0.84048,0.79324,0.91605,0.89134,0.66973,0.80981,0.5874,0.97577,1.29322,0.96872,0.0007724,0.0007724,0.0007724
64,110.118,0.90872,0.86014,0.94764,0.83191,0.7551,0.85423,0.64759,0.9432,1.06128,0.96425,0.0007526,0.0007526,0.0007526
65,111.772,0.86724,0.8961,0.91679,0.89367,0.71429,0.87981,0.65209,1.01821,1.06236,0.99729,0.0007328,0.0007328,0.0007328
66,113.423,0.85854,0.81069,0.9122,0.80428,0.75478,0.86373,0.6535,1.00381,1.09636,0.98598,0.000713,0.000713,0.000713
67,115.065,0.78254,0.77026,0.90102,0.85285,0.71429,0.84395,0.64402,0.95849,1.16444,0.97529,0.0006932,0.0006932,0.0006932
68,116.719,0.79888,0.74144,0.90772,0.68189,0.83673,0.83522,0.62979,0.95472,1.07588,0.95701,0.0006734,0.0006734,0.0006734
69,118.365,0.76788,0.75775,0.89572,0.76115,0.71539,0.82807,0.61948,0.94608,1.07135,0.94737,0.0006536,0.0006536,0.0006536
70,120.009,0.76773,0.72929,0.90685,0.76695,0.7551,0.84005,0.63268,0.95017,1.15849,0.95854,0.0006338,0.0006338,0.0006338
71,121.657,0.81653,0.78494,0.90785,0.83563,0.72636,0.84059,0.64453,0.94897,1.17576,0.96933,0.000614,0.000614,0.000614
72,123.309,0.78376,0.74466,0.89524,0.87796,0.73407,0.83087,0.63724,0.93022,1.28325,0.96094,0.0005942,0.0005942,0.0005942
73,124.951,0.76175,0.72661,0.88646,0.85377,0.73469,0.81442,0.61725,0.93333,1.30659,0.9816,0.0005744,0.0005744,0.0005744
74,126.597,0.75792,0.74742,0.89813,0.89458,0.71429,0.82532,0.63466,0.90095,1.26205,0.95414,0.0005546,0.0005546,0.0005546
75,128.238,0.76392,0.75228,0.89279,0.89856,0.77551,0.86169,0.67448,0.86475,1.04707,0.93316,0.0005348,0.0005348,0.0005348
76,129.902,0.71335,0.69645,0.8859,0.94196,0.77551,0.89424,0.69007,0.90128,0.99038,0.95371,0.000515,0.000515,0.000515
77,131.553,0.75291,0.72494,0.89874,0.94828,0.7485,0.8663,0.67686,0.92814,1.00801,0.96298,0.0004952,0.0004952,0.0004952
78,133.194,0.75788,0.75921,0.89418,0.82492,0.77551,0.83459,0.63962,0.89853,1.0558,0.93687,0.0004754,0.0004754,0.0004754
79,134.861,0.731,0.73785,0.8967,0.84431,0.77472,0.83966,0.659,0.84621,1.02897,0.93187,0.0004556,0.0004556,0.0004556
80,136.535,0.81925,0.78172,0.91891,0.9027,0.7574,0.86187,0.67464,0.85775,1.05032,0.91418,0.0004358,0.0004358,0.0004358
81,138.183,0.77693,0.71374,0.90458,0.89448,0.77551,0.85819,0.68781,0.831,1.07663,0.90895,0.000416,0.000416,0.000416
82,139.844,0.70831,0.68264,0.8794,0.91857,0.73469,0.86618,0.6956,0.84921,1.09481,0.90741,0.0003962,0.0003962,0.0003962
83,141.496,0.75125,0.68121,0.89758,0.90076,0.73469,0.88113,0.69863,0.83834,1.01753,0.92025,0.0003764,0.0003764,0.0003764
84,143.162,0.6914,0.66688,0.87731,0.81527,0.81067,0.88296,0.69392,0.84667,0.96463,0.93781,0.0003566,0.0003566,0.0003566
85,144.81,0.71383,0.68775,0.88038,0.74535,0.89796,0.87703,0.69471,0.83716,1.00774,0.93652,0.0003368,0.0003368,0.0003368
86,146.452,0.6674,0.65203,0.86383,0.76895,0.89796,0.88261,0.7126,0.86978,0.96618,0.93485,0.000317,0.000317,0.000317
87,148.104,0.66556,0.63524,0.87127,0.78002,0.83673,0.88374,0.70394,0.85093,0.92255,0.93309,0.0002972,0.0002972,0.0002972
88,149.76,0.70124,0.65916,0.88831,0.77708,0.87755,0.88766,0.71747,0.81462,0.85927,0.91423,0.0002774,0.0002774,0.0002774
89,151.415,0.69185,0.67503,0.88258,0.87848,0.73772,0.88021,0.70508,0.77343,0.88718,0.88591,0.0002576,0.0002576,0.0002576
90,153.065,0.67442,0.61767,0.87924,0.89022,0.7551,0.86779,0.7064,0.74497,0.92402,0.87712,0.0002378,0.0002378,0.0002378
91,155.246,0.57497,0.54345,0.83948,0.87013,0.7551,0.85835,0.69365,0.77319,0.96445,0.89329,0.000218,0.000218,0.000218
92,156.933,0.57941,0.49636,0.84931,0.87406,0.70828,0.83753,0.68097,0.76698,1.06018,0.90085,0.0001982,0.0001982,0.0001982
93,158.579,0.5347,0.47348,0.82916,0.79747,0.73469,0.8306,0.68475,0.78043,1.11501,0.91588,0.0001784,0.0001784,0.0001784
94,160.232,0.52622,0.48061,0.83125,0.73822,0.81633,0.83824,0.67493,0.7995,1.07713,0.92791,0.0001586,0.0001586,0.0001586
95,161.88,0.53955,0.48062,0.8274,0.76469,0.7551,0.84107,0.67816,0.78871,1.01561,0.92142,0.0001388,0.0001388,0.0001388
96,163.531,0.55435,0.47507,0.85751,0.83904,0.74479,0.85441,0.68762,0.79624,0.95497,0.91805,0.000119,0.000119,0.000119
97,165.174,0.51192,0.47239,0.8317,0.8601,0.73469,0.8575,0.69631,0.79225,0.94419,0.91846,9.92e-05,9.92e-05,9.92e-05
98,166.818,0.52812,0.49516,0.83362,0.85979,0.75095,0.85463,0.69791,0.79884,0.9315,0.91818,7.94e-05,7.94e-05,7.94e-05
99,168.46,0.53813,0.46995,0.82829,0.83923,0.7551,0.85385,0.69581,0.78473,0.94459,0.91988,5.96e-05,5.96e-05,5.96e-05
100,170.115,0.53007,0.44269,0.84846,0.83536,0.7551,0.85433,0.68212,0.78603,0.94209,0.92229,3.98e-05,3.98e-05,3.98e-05
